,Company,Job,Location,Salary,Sponsored
0,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
1,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
2,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
3,"


    Navigant Consulting
",Research Analyst,"Boulder, CO",,False
4,"

    cliexa
",Data Scientist Intern,"Boulder, CO",,False
5,"


    University of Colorado
",Professional Research Asst,"Boulder, CO",,False
6,"

    Somalogic, Inc.
",Bioinformatics Assoc. II/Sr. Assoc./Analyst/Scientist,"Boulder, CO 80301",,False
7,"


    Oracle
","Senior Product Manager - Measurement, Oracle Data Cloud","Broomfield, CO",,False
8,"


    Ibotta
",Senior Data Scientist,"Denver, CO 80202 (Lodo area)",,False
9,"


    University of Colorado
",Research Associate,"Boulder, CO",,False
10,"


    Deloitte
",Big Data Senior Consultant,"Denver, CO 80203 (Capitol Hill area)",,False
11,"


    Deloitte
",Big Data Manager,"Denver, CO 80203 (Capitol Hill area)",,False
12,"


    Planet Pharma
",Statistical Programmer,"Denver, CO",,False
13,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
14,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
15,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
16,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
17,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
18,"


    Ball Aerospace
",Administrative Associate II - National Defense (659189),"Broomfield, CO",,False
19,"

    Corgenix, Inc
",Postdoctoral Fellow - Assay Development,"Broomfield, CO 80020",,False
20,"


    UCAR
",Engineer II,"Broomfield, CO",,False
21,"

    Specialty Chemicals
",Research Scientist,"Denver, CO",,False
22,"


    IMM
",Software Engineer ? Big Data,"Boulder, CO 80302",,False
23,"


    Archer
",Software Engineer,"Boulder, CO",,False
24,"


    Southwest Research Institute
",SR. RESEARCH SCIENTIST - HELIOPHYSICS,"Boulder, CO",,False
25,"


    OnDeck
",Business Intelligence Analyst,"Denver, CO",,False
26,"

    Stanley Brothers Social Enterprises
",Research and Development Scientist,"Boulder, CO 80301",,False
27,"


    Department Of The Interior
","Statistician, GS-1530-12 (DEU-PERM-DS)","Lakewood, CO","[<nobr>$76,341 - $99,243 a year</nobr>]",False
28,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
29,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
30,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
31,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
32,"


    KPMG
",Data Scientist / Machine Learning - Sr. Associate,"Denver, CO 80202 (Lodo area)",,False
33,"

    Galvanize
","Lead Instructor, Principal Data Scientist","Denver, CO",,False
34,"

    Layer3 TV
",Research Analyst,"Denver, CO",,False
35,"

    AdTaxi Networks
",Data Quality and Reporting Analyst,"Denver, CO",,False
36,"

    ArcherDX
",Software Engineer,"Boulder, CO",,False
37,"

    Toeroek Associates, Inc.
",Environmental Research Analyst - Lakewood,"Lakewood, CO",,False
38,"

    Muse Biotechnology, Inc.
",Full Stack Developer,"Boulder, CO",,False
39,"

    Velocity Sciences
",Research Associate I,"Boulder, CO 80301",,False
40,"


    Oracle
",Sr. Data Scientist-TV,"Westminster, CO",,False
41,"


    Ball Aerospace
",Material Property Specialist I (659107),"Broomfield, CO",,False
42,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
43,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
44,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
45,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
46,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
47,"


    General Assembly
",Part-time Data Science Instructor,"Denver, CO",,False
48,"

    Goldstone Partners, Inc.
",Data and Analytics Team Lead,"Louisville, CO",,False
49,"

    xentity corporation
",Data Science Analyst,"Denver, CO",,False
50,"


    Ball Aerospace
",Engineering Aide I - Systems Engineering (659149),"Broomfield, CO",,False
51,"

    xentity corporation
",Data Science Analyst (Intern),"Golden, CO",,False
52,"


    Oracle
",Sr. Data Scientist-Data Integrity,"Westminster, CO",,False
53,"


    Mental Health Center of Denver
",Financial Data Scientist,"Denver, CO 80201","[<nobr>$70,000 - $80,000 a year</nobr>]",False
54,"


    Fellowship of Catholic University Students
",Quantitative Analyst,"Golden, CO",,False
55,"


    Ball Aerospace
",Project Controls Analyst I (659014),"Westminster, CO",,False
56,"


    National Renewable Energy Laboratory
","Internship (Year Round Part Time, Full Time Summer) - Fermen...","Golden, CO",,False
57,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
58,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
59,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
60,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
61,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
62,"


    National Renewable Energy Laboratory
",Internship (Year-Round) – Technology Focused Behavioral Scie...,"Golden, CO",,False
63,"

    Webroot
",Security Data Analyst (Threat Research Analyst),"Broomfield, CO",,False
64,"

    Conservation Legacy
",Bureau of Land Management – Social Scientist,"Denver, CO",[<nobr>$475 a week</nobr>],False
65,"

    GutCheck
",Research Product Analyst,"Denver, CO",,False
66,"


    Ball Aerospace
",Staff Consultant - Optical (659129),"Boulder, CO",,False
67,"

    SomaLogic, Inc.
",Software Engineer II/III - C# and Instrument Integration 201...,"Boulder, CO 80301",,False
68,"


    Lifetime Fitness
",Ultimate Hoops Statistician,"Westminster, CO",,False
69,"


    National Renewable Energy Laboratory
",Engineer II - Behavior and Energy Systems and Optimization,"Golden, CO",,False
70,"


    KPMG
","Sr Associate Data Scientist, Big Data","Denver, CO 80202 (Lodo area)",,False
71,"


    Green Chef Corporation
",Food Scientist,"Boulder, CO",,False
72,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
73,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
74,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
75,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
76,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
77,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
78,"

    xentity corporation
",Data Analyst,"Denver, CO",,False
79,"


    National Renewable Energy Laboratory
",Postdoctoral Researcher--Geospatial Data Science,"Golden, CO",,False
80,"

    LENA Research Foundation
",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,False
81,"


    University of Colorado
",CIRES/GSD GNSS Research Associate,"Boulder, CO",,False
82,"

    MDA Information Systems LLC
",DevOps/AWS Engineer,"Longmont, CO 80503",,False
83,"

    Technocraft solutions
","Data Scientist with Python, R, Hadoop(GC/USC)","Denver, CO",,False
84,"


    ARCADIS
",Toxicologist/Risk Assessor,"Broomfield, CO 80021",,False
85,"


    Oracle
",Data Scientist 4,"Broomfield, CO",,False
86,"

    SomaLogic, Inc.
","Sr Manager/Associate Director/Director, Clinical Statistics...","Boulder, CO 80301",,False
87,"


    National Renewable Energy Laboratory
",Plant and Microbial Lipid and Bio-Based Products Scientist,"Golden, CO",,False
88,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
89,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
90,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
91,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
92,"


    Ball Aerospace
",Facilities Custodial Specialist I,"Westminster, CO 80031",,False
93,"

    UNAVCO, Inc.
",Software Engineer II/III,"Boulder, CO",,False
94,"


    National Jewish Health
",Clinical Laboratory Scientist Lead,"Denver, CO",,False
95,"

    Velocity Sciences
",Scientist I,"Boulder, CO 80301",,False
96,"

    Somalogic, Inc.
","Sr Manager/Associate Director/Director, Clinical Statistics","Boulder, CO 80301",,False
97,"

    S&P Global Platts
","Analyst, Quantitative Analysis-2","Denver, CO 80221",,False
98,"


    Ball Aerospace
",Principal Optical Engineer (659180),"Boulder, CO",,False
99,"


    Ball Aerospace
",Technician III-Equipment Maintenance (659001),"Boulder, CO",,False
100,"

    Dartmouth Financial Group
",Research Analyst,"Westminster, CO",,False
101,"


    Uber
",Software Engineer - Machine Learning,"Louisville, CO 80027",,False
102,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
103,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
104,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
105,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
106,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
107,"

    Tendril
",Data Scientist,"Boulder, CO",,False
108,"


    Ball Aerospace
",Operations/Service Desk Specialist II (658812),"Lafayette, CO",,False
109,"


    WSP | Parsons Brinckerhoff
",Project Manager - Aviation,"Denver, CO",,False
110,"


    Ball Aerospace
",Technician III - Production Test (659182),"Westminster, CO",,False
111,"

    Magic Leap, Inc.
",Lead Opto-Mechanical Engineer,"Boulder, CO",,False
112,"

    Goldstone Partners, Inc.
",Data Architect,"Louisville, CO",,False
113,"

    Outdoor Sportsman Group
",Research Analyst,"Denver, CO 80204 (Central West Denver area)",,False
114,"

    MDA Information Systems LLC
",Full-Stack Developer,"Longmont, CO 80503",,False
115,"

    Colorado State University, CIRA
",HPC Software Engineer,"Boulder, CO",,False
116,"


    Merkle Inc.
",Solution Developer,"Denver, CO 80265 (LoDo area)",,False
117,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
118,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
119,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
120,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
121,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
122,"

    MAD Security
",Threat Research Analyst,"Denver, CO",,False
123,"


    U.S. Bank
",Quantitative Model Risk Analyst,"Denver, CO",,False
124,"


    National Jewish Health
",Assistant Professor Track II,"Denver, CO",,False
125,"


    Ball Aerospace
",Engineer I - Space Systems (659133),"Broomfield, CO",,False
126,"


    National Jewish Health
",Clinical Laboratory Scientist I,"Denver, CO",,False
127,"

    BCS, Inc.
",Research Analyst,"Arvada, CO",,False
128,"


    Ball Aerospace
",Senior Prototype Machinist - 2nd Shift (659102),"Boulder, CO",,False
129,"


    Ball Aerospace
",Engineer Associate-Manufacturing (659147),"Boulder, CO",,False
130,"


    Ball Aerospace
",Quality Control Inspector II (658840),"Westminster, CO",,False
131,"

    xentity corporation
",GIS Data Systems Analysts,"Denver, CO",,False
132,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
133,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
134,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
135,"
    Specialty Chemicals",Research Scientist,"Denver, CO",,True
136,"

    CyberCoders",Data Scientist,"Boulder, CO",,True
137,"


    Ball Aerospace
",Senior Engineer - Space Systems (659194),"Broomfield, CO",,False
138,"


    Vantiv
",Product Data Scientist,"Denver, CO",,False
139,"


    Ball Aerospace
",Manufacturing Executiion Planner (659152),"Westminster, CO",,False
140,"


    Ball Aerospace
",Manufacturing Process Engineer I (659097),"Westminster, CO",,False
141,"

    Knight Piesold Consulting
",Senior Mining Hydrogeologist,"Denver, CO",,False
142,"


    National Renewable Energy Laboratory
",NREL Director's Postdoctoral Fellowship,"Golden, CO",,False
143,"


    Bonfils Blood Center
",Hematology Technical Specialist - M-F,"Denver, CO",[<nobr>$26.57 an hour</nobr>],False
144,"


    National Renewable Energy Laboratory
",Postdoctoral Researcher - Computational Modeling of Combusti...,"Golden, CO",,False
145,"


    Ball Aerospace
",Thermal Engineer II (659185) - Current Security Clearance Re...,"Westminster, CO",,False
146,"


    Denver Public Schools
",SENIOR RESEARCH ANALYST,"Denver, CO","[<nobr>$62,712 - $75,255 a year</nobr>]",False
147,"
    Eventus Solutions Group",Junior Data Scientist,"Englewood, CO",,True
148,"

    Alteryx, Inc.","Product Manager, Advanced Analytics","Broomfield, CO",,True
149,"
    LENA Research Foundation",Sr. Research Engineer: Machine Learning and Computational Li...,"Boulder, CO",,True
150,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
151,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
152,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
153,"


    Kaplan
",Senior Data Scientist,"Chicago, IL",,False
154,"


    Northwestern University
",Research Data Analyst,"Chicago, IL",,False
155,"


    Anthem, Inc.
",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL 60601 (Loop area)",,False
156,"

    SpotHero
",Data Engineer,"Chicago, IL",,False
157,"

    Sg2
",Research Associate (Patient Flow Analyst),"Skokie, IL 60077",,False
158,"


    Workbridge Associates
",Mid-Level Data Scientist,"Chicago, IL","[<nobr>$105,000 a year</nobr>]",False
159,"


    Teradata
",Think Big Principal Data Scientist,"Chicago, IL 60661 (Near West Side area)",,False
160,"


    Allstate Insurance
",Machine Learning Engineer,"Chicago, IL 60601 (Loop area)",,False
161,"


    Chicago Cubs
","Assistant Director, Advanced Analytics","Chicago, IL",,False
162,"


    University of Chicago
",Staff Scientist - Shuman Lab,"Chicago, IL",,False
163,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
164,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
165,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
166,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
167,"


    Workbridge Associates
",Data Scientist,"Chicago, IL","[<nobr>$80,000 - $110,000 a year</nobr>]",False
168,"

    All-In Analytics
",Machine Learning Data Scientist,"Chicago, IL","[<nobr>$115,000 - $150,000 a year</nobr>]",False
169,"


    LexisNexis
",Sr Statistical Modeler,"Chicago, IL",,False
170,"


    Northwestern University
",Senior Statistical Analyst,"Chicago, IL",,False
171,"


    The Boston Consulting Group
",Analytics Manager - GeoAnalytics,"Chicago, IL 60654 (Loop area)",,False
172,"

    Azavar
",Analyst-Data Analysis,"Chicago, IL",,False
173,"


    The Marketing Arm
",Associate Research Analyst,"Chicago, IL",,False
174,"


    PeopleAdmin
",Research Scientist,"Chicago, IL",,False
175,"

    Etech Hi Inc.
",Sr. Statistician,"Chicago, IL","[<nobr>$85,000 a year</nobr>]",False
176,"


    Deloitte
",Big Data Senior Consultant,"Chicago, IL 60606 (Loop area)",,False
177,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
178,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
179,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
180,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
181,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
182,"


    Northwestern University
",Research Analyst 1,"Evanston, IL",,False
183,"

    BMW Technology Corporation
",Machine Learning Researcher - BMW Technology Corporation,"Chicago, IL",,False
184,"


    Allstate Corporation
",Machine Learning Engineer,"Chicago, IL 60606 (Loop area)",,False
185,"


    Allstate Insurance
",Senior Telematics Data Scientist,"Chicago, IL 60601 (Loop area)",,False
186,"

    Raise Marketplace Inc.
",Data Analyst,"Chicago, IL 60603 (Loop area)",,False
187,"


    GE
",Lead Data Scientist - Video/Images Job,"Chicago, IL 60611 (Near North Side area)",,False
188,"


    Northwestern University
",Statistical Analyst,"Chicago, IL",,False
189,"

    HarrisFields, N.A.
",Lead Data Scientist (16-034),"Chicago, IL",,False
190,"


    University of Chicago
",Staff Scientist,"Chicago, IL",,False
191,"

    Seeking Alpha Search International
",QUANTITATIVE MODEL VALIDATION ANALYST,"Chicago, IL 60603 (Loop area)","[<nobr>$110,000 - $200,000 a year</nobr>]",False
192,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
193,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
194,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
195,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
196,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
197,"

    North Park University
",Enrollment Research & Data Analyst,"Chicago, IL 60625 (Albany Park area)",,False
198,"


    Teradata
","Think Big Senior Data Scientist, multiple cities (F)","Chicago, IL 60661 (Near West Side area)",,False
199,"


    ABBOTT LABORATORIES
",Principal Scientist,"Des Plaines, IL",,False
200,"

    Purohit Navigation
",Market Research Analyst,"Chicago, IL 60606 (Loop area)",,False
201,"


    University of Chicago
",Senior Statistician,"Chicago, IL",,False
202,"


    The Nielsen Company
",Big Data / Cloud Engineer,"Chicago, IL 60647 (Logan Square area)",,False
203,"


    West Monroe Partners
",Lead Data Scientist,"Chicago, IL 60606 (Loop area)",,False
204,"


    Euromonitor International
",Research Associate/Analyst - Chicago,"Chicago, IL 60604 (Loop area)",,False
205,"


    General Dynamics - Information Technology
",Principal Statistician,"Chicago, IL",,False
206,"

    C R Research Services
",Sr. Quantitative Research Analyst,"Chicago, IL",,False
207,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
208,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
209,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
210,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
211,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
212,"


    The Nielsen Company
",Research Analyst- Consumer Neuroscience,"Chicago, IL 60647 (Logan Square area)",,False
213,"

    Technomic, Inc.
",Research Analyst (Products & Programs),"Chicago, IL 60606 (Loop area)",,False
214,"


    Northern Trust Corp.
","Associate Analyst, Alternative Investment Research","Chicago, IL",,False
215,"

    Uptake
",Product Analyst- Data Platforms,"Chicago, IL",,False
216,"


    Workbridge Associates
",Senior Data Scientist,"Chicago, IL","[<nobr>$150,000 a year</nobr>]",False
217,"


    General Assembly
",Part-time Data Science Instructor,"Chicago, IL",,False
218,"


    Deloitte
",Big Data Manager,"Chicago, IL 60606 (Loop area)",,False
219,"


    University of Chicago
",Beamline Scientist (Junior),"Chicago, IL",,False
220,"


    CCC Information Services Inc.
","Director, Data Science","Chicago, IL 60654 (Loop area)",,False
221,"


    The Boston Consulting Group
",Senior Knowledge Analyst - Data Engineering,"Chicago, IL 60654 (Loop area)",,False
222,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
223,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
224,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
225,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
226,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
227,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
228,"


    National Collegiate Scouting Association
",Senior Data Scientist,"Chicago, IL 60642 (Portage Park area)",,False
229,"


    Northwestern University
",Temporary - Part-time Research Analyst,"Evanston, IL",,False
230,"


    Millward Brown
",Market Research Associate Client Analyst,"Chicago, IL 60654 (Loop area)",,False
231,"


    Allstate Insurance
",Lead Researcher - Machine Learning and Data Mining,"Chicago, IL 60601 (Loop area)",,False
232,"

    Technomic, Inc.
",Research Analyst (Mixed Methods),"Chicago, IL 60606 (Loop area)",,False
233,"


    National Futures Association
",Quantitative Analyst,"Chicago, IL 60606 (Loop area)",,False
234,"

    Celectiv
",Lead Data Scientist,"Chicago, IL 60654 (Loop area)",,False
235,"


    Aon
",Fixed Income Research Analyst,"Chicago, IL",,False
236,"


    Fresenius Kabi
",STATISTICAL QUALITY ANALYST,"Melrose Park, IL",,False
237,"


    Morningstar
",Big Data Engineer,"Chicago, IL",,False
238,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
239,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
240,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
241,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
242,"


    Blue Cross Blue Shield Association
","Senior Consultant, Health Informatics Data Scientist","Chicago, IL",,False
243,"


    General Dynamics Information Technology
",Principal Statistician,"Chicago, IL",,False
244,"

    Hirewell
",Data Scientist,"Deerfield, IL","[<nobr>$125,000 a year</nobr>]",False
245,"

    FranklinStewart
",Quantitative Analyst,"Chicago, IL",,False
246,"

    Illinois Technology Association
",GrubHub - Data Engineer,"Chicago, IL",,False
247,"


    CNO Financial Group
",Marketing Statistician,"Chicago, IL",,False
248,"


    Mintel
",Research Analyst,"Chicago, IL 60606 (Loop area)",,False
249,"

    C&L Group
",Statistical Data Analyst,"Westmont, IL 60559",,False
250,"


    Mintel
",Custom Research Analyst,"Chicago, IL 60606 (Loop area)",,False
251,"


    Workbridge Associates
",Natural Language Processing Scientist,"Chicago, IL","[<nobr>$145,000 a year</nobr>]",False
252,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
253,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
254,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
255,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
256,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
257,"

    Civis Analytics
",Applied Data Science Manager,"Chicago, IL",,False
258,"

    North shore Staffing Group
",Business Data Analyst,"Chicago, IL","[<nobr>$95,000 a year</nobr>]",False
259,"

    National Opinion Research Center (NORC)
",Statistician,"Chicago, IL",,False
260,"


    The Nielsen Company
",Research Statistician,"Evanston, IL",,False
261,"


    Mintel
",Research Analyst-Food,"Chicago, IL 60606 (Loop area)",,False
262,"


    Mayer Brown LLP
",Conflicts Research Analyst,"Chicago, IL",,False
263,"


    CREhire.com
",Principal Statistical Analyst / Data Scientist,"Bloomingdale, IL","[<nobr>$138,300 a year</nobr>]",False
264,"


    University of Chicago
",Scientific Support Analyst,"Chicago, IL",,False
265,"


    Reed Elsevier
",Sr Statistical Modeler,"Chicago, IL",,False
266,"


    T3 Trading Group LLC
",Statistical Pairs Trading Position,"Chicago, IL",,False
267,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
268,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
269,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
270,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
271,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
272,"


    HERE
",Senior Data Scientist,"Chicago, IL",,False
273,"


    Anthem, Inc.
",Data Scientists Lead-Natural Language Processing(NLP)-117348,"Chicago, IL 60654 (Loop area)",,False
274,"


    Insperity
",Researcher Statistician / R Developer-Remote,"Chicago, IL 60606 (Loop area)",,False
275,"


    American Dental Association
","Manager of Data, Reporting and Analysis","Chicago, IL 60611 (Near North Side area)",,False
276,"

    Orzota, Inc.
",SAS and R Admin on Linux,"Chicago, IL",,False
277,"

    Civis Analytics
",Lead Data Engineer,"Chicago, IL",,False
278,"

    Civis Analytics
",Senior Applied Data Scientist-Chicago,"Chicago, IL",,False
279,"


    Medix
",Scientist,"Skokie, IL",,False
280,"

    Technomic, Inc.
",Research Analyst (Data & Analytics),"Chicago, IL 60606 (Loop area)",,False
281,"

    National Opinion Research Center (NORC)
",Research Scientist - Health Informatics,"Chicago, IL",,False
282,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
283,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
284,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
285,"

    Gallup",Data Scientist – Predictive Analytics,"Chicago, IL",,True
286,"

    Anthem, Inc.",Data Scientist or Data Scientist Lead(Healthcare)-115937,"Chicago, IL",,True
287,"


    Allstate Insurance
",Manager-Connected Car RnD,"Chicago, IL 60601 (Loop area)",,False
288,"

    Nityo Infotech
",Business Analyst with AWS and Big Data Technologies,"Northbrook, IL",,False
289,"


    Department of Veterans Affairs
",Statistical Assistant,"Hines, IL",,False
290,"

    Empowered Staffing
",Marketing Analyst | Digital & Quantitative,"Chicago, IL 60613 (Uptown area)",,False
291,"

    Technical Options, Inc
",Quantitative Analyst,"Chicago, IL",,False
292,"

    Etech Hi Inc.
",Statistician,"Chicago, IL","[<nobr>$71,000 a year</nobr>]",False
293,"

    Technomic, Inc.
",Research Analyst (Syndicated Consumer),"Chicago, IL 60606 (Loop area)",,False
294,"


    NCSA Athletic Recruiting
",Senior Data Scientist,"Chicago, IL",,False
295,"


    The Boston Consulting Group
",Senior Knowledge Analyst - Data Visualization,"Chicago, IL 60654 (Loop area)",,False
296,"

    Metabyte Inc
",Associate Scientist I,"Abbott Park, IL",,False
297,"

    Parexel International",Senior Statistical Programmer (Home Based),"Chicago, IL",,True
298,"

    HERE",Senior Data Scientist,"Chicago, IL",,True
299,"
    Enterprise Consulting Services",Data Scientist,"Chicago, IL",,True
300,"

    Workday",Data Scientist,"San Francisco, CA",,True
301,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
302,"

    Collabera",Data Scientist,"San Francisco, CA",,True
303,"


    Twitter
",Research Analyst,"San Francisco, CA 94103 (South Of Market area)",,False
304,"

    Medlytic
",Data Scientist / Bioinformatics (co-founder),"San Francisco, CA","[<nobr>$110,000 a year</nobr>]",False
305,"

    kWh Analytics
",Data Scientist,"San Francisco, CA 94104 (Financial District area)","[<nobr>$120,000 a year</nobr>]",False
306,"


    University of California Berkeley
","Associate Director of Data Analysis, Haas School of Business...","Berkeley, CA",,False
307,"

    Cloudmellow
","Data Scientists,San Francisco, CA","San Francisco, CA",,False
308,"


    Airbnb
",Data Engineer,"San Francisco, CA",,False
309,"


    Google
","Product Analyst, Data Sciences","San Bruno, CA",,False
310,"

    Hampton Creek Foods
",Machine Learning Scientist,"San Francisco, CA",,False
311,"


    Twitter
",Machine Learning & Data Science Engineer - TellApart (Data P...,"San Francisco, CA 94103 (South Of Market area)",,False
312,"

    Selby Jennings
",Business Intelligence/Data Scientist at VC Bay Area Start-up,"San Francisco, CA","[<nobr>$160,000 a year</nobr>]",False
313,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
314,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
315,"

    Roche",Data Scientist (Epidemiology & Health Economics Focus),"Pleasanton, CA",,True
316,"
    Alambic Investment Management, LP",Data Scientist / Engineer,"San Francisco, CA",,True
317,"

    Verizon",Data Scientist,"Palo Alto, CA",,True
318,"


    Genentech
","Senior Data Analytics Specialist, Statistical Programming an...","South San Francisco, CA",,False
319,"


    ZestFinance
",Sr. Machine Learning Modeler / Data Scientist,"San Francisco, CA",,False
320,"

    MarkMonitor
",Data Scientist,"San Francisco Bay Area, CA","[<nobr>$180,000 a year</nobr>]",False
321,"

    Grit Matters
",Machine Learning Engineer,"San Francisco, CA",,False
322,"


    The Climate Corporation
",Quantitative Researcher - Machine Learning,"San Francisco, CA",,False
